Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max
2022-04-11,1,1001,21501,65,0,0,780,2022-04-11,2022-04-09
2022-04-11,1,1002,49796,198,0,0,2955,2022-04-11,2022-04-09
2022-04-11,1,1003,44454,130,0,0,2745,2022-04-11,2022-04-09
2022-04-11,1,1004,16964,75,50,0,831,2022-04-11,2022-04-10
2022-04-11,1,1051,26859,94,184,0,1877,2022-04-11,2022-04-10
2022-04-11,1,1053,38987,148,0,0,1884,2022-04-11,2022-04-08
2022-04-11,1,1054,34262,130,0,0,2055,2022-04-11,2022-04-08
2022-04-11,1,1055,30935,112,0,0,2964,2022-04-11,2022-04-08
2022-04-11,1,1056,63792,453,0,0,2401,2022-04-11,2022-04-08
2022-04-11,1,1057,19247,50,0,0,1323,2022-04-11,2022-04-08
2022-04-11,1,1058,50591,93,286,0,3421,2022-04-11,2022-04-10
2022-04-11,1,1059,37997,107,140,0,2252,2022-04-11,2022-04-10
2022-04-11,1,1060,55247,259,0,0,2991,2022-04-11,2022-04-08
2022-04-11,1,1061,19330,63,0,0,1295,2022-04-11,2022-04-08
2022-04-11,1,1062,48048,363,0,0,2550,2022-04-11,2022-04-08
2022-04-11,2,2000,483663,2437,1846,0,21146,2022-04-11,2022-04-09
2022-04-11,3,3101,54001,259,0,0,2514,2022-04-11,2022-04-08
2022-04-11,3,3102,29936,152,0,0,1929,2022-04-11,2022-04-08
2022-04-11,3,3103,32868,168,0,0,1092,2022-04-11,2022-04-08
2022-04-11,3,3151,43144,292,0,0,1718,2022-04-11,2022-04-08
2022-04-11,3,3153,28000,177,0,0,1544,2022-04-11,2022-04-08
2022-04-11,3,3154,21211,131,0,0,703,2022-04-11,2022-04-08
2022-04-11,3,3155,28074,126,0,0,1681,2022-04-11,2022-04-08
2022-04-11,3,3157,33998,139,0,0,1487,2022-04-11,2022-04-08
2022-04-11,3,3158,25484,122,0,0,1457,2022-04-11,2022-04-08
2022-04-11,3,3159,59513,356,0,0,3039,2022-04-11,2022-04-08
2022-04-11,3,3241,294586,1473,0,0,9487,2022-04-11,2022-04-08
2022-04-11,3,3251,48543,133,0,0,3258,2022-04-11,2022-04-08
2022-04-11,3,3252,34075,121,0,0,1309,2022-04-11,2022-04-07
2022-04-11,3,3254,62850,399,0,0,3330,2022-04-11,2022-04-08
2022-04-11,3,3255,14970,117,0,0,736,2022-04-11,2022-04-08
2022-04-11,3,3256,26379,183,0,0,1819,2022-04-11,2022-04-08
2022-04-11,3,3257,35820,161,0,0,2137,2022-04-11,2022-04-08
2022-04-11,3,3351,40699,133,0,0,2555,2022-04-11,2022-04-08
2022-04-11,3,3352,40923,216,0,0,3408,2022-04-11,2022-04-08
2022-04-11,3,3353,53350,186,0,0,2570,2022-04-11,2022-04-08
2022-04-11,3,3354,8868,32,0,0,1049,2022-04-11,2022-04-08
2022-04-11,3,3355,38128,102,0,0,1983,2022-04-11,2022-04-08
2022-04-11,3,3356,22356,78,0,0,1157,2022-04-11,2022-04-08
2022-04-11,3,3357,33505,132,0,0,1947,2022-04-11,2022-04-08
2022-04-11,3,3358,28688,156,0,0,1460,2022-04-11,2022-04-08
2022-04-11,3,3359,40660,186,0,0,2167,2022-04-11,2022-04-08
2022-04-11,3,3360,17483,148,0,0,2241,2022-04-11,2022-04-08
2022-04-11,3,3361,30406,139,0,0,2015,2022-04-11,2022-04-08
2022-04-11,3,3401,18514,87,0,0,1196,2022-04-11,2022-04-08
2022-04-11,3,3402,12524,39,0,0,640,2022-04-11,2022-04-08
2022-04-11,3,3403,34518,59,0,0,1769,2022-04-11,2022-04-08
2022-04-11,3,3404,42659,143,0,0,1518,2022-04-11,2022-04-08
2022-04-11,3,3405,15628,89,0,0,830,2022-04-11,2022-04-08
2022-04-11,3,3451,22815,87,0,0,1609,2022-04-11,2022-04-08
2022-04-11,3,3452,42003,126,0,0,2805,2022-04-11,2022-04-08
2022-04-11,3,3453,49718,212,0,0,3963,2022-04-11,2022-04-08
2022-04-11,3,3454,99420,282,0,0,4876,2022-04-11,2022-04-08
2022-04-11,3,3455,17159,55,0,0,918,2022-04-11,2022-04-08
